ROUTE,DIR,period,STOP,StopAbbr,StopName,Timepoint,NodeAbbr,Lon,Lat,Avgmph,Avgmphdwell
227,1,off-peak,1,BB101865,Sugar Factory Road Station (Bay B),TRUE,SGFACTRD,-111.956858,40.599229,12.67,12.60
227,1,off-peak,2,101886,2700 W @ 7997 S,FALSE,,-111.957698,40.605312,26.03,25.53
227,1,off-peak,3,171053,2700 W @ 7809 S,FALSE,,-111.957707,40.608836,20.75,19.76
227,1,off-peak,4,152020,2700 W @ 7531 S,FALSE,,-111.957698,40.614404,25.17,25.17
227,1,off-peak,5,198411,2700 W @ 7243 S,FALSE,,-111.95772,40.619271,15.39,15.39
227,1,off-peak,6,152103,2700 W @ 6971 S,TRUE,70-S27-W,-111.957715,40.624648,17.39,17.17
227,1,off-peak,7,152025,2700 W @ 6867 S,FALSE,,-111.957727,40.626347,29.00,27.99
227,1,off-peak,8,152026,2700 W @ 6771 S,FALSE,,-111.957747,40.628211,30.55,30.55
227,1,off-peak,9,152027,2700 W @ 6683 S,FALSE,,-111.957756,40.629872,32.23,32.23
227,1,off-peak,10,152028,2700 W @ 6549 S,FALSE,,-111.957736,40.632538,33.78,33.78
227,1,off-peak,11,152029,2700 W @ 6387 S,FALSE,,-111.957738,40.635089,24.92,23.92
227,1,off-peak,12,152031,2700 W @ 6245 S,FALSE,62-S27-W,-111.957746,40.637763,20.38,20.38
227,1,off-peak,13,152032,2700 W @ 6055 S,FALSE,,-111.957753,40.641115,35.51,34.74
227,1,off-peak,14,152033,2700 W @ 5901 S,FALSE,,-111.957759,40.643932,36.94,36.94
227,1,off-peak,15,152034,2700 W @ 5821 S,FALSE,,-111.957764,40.645248,32.27,32.27
227,1,off-peak,16,152035,2700 W @ 5737 S,FALSE,,-111.957764,40.646638,27.90,27.49
227,1,off-peak,17,152036,2700 W @ 5485 S,FALSE,,-111.957781,40.651344,16.63,16.63
227,1,off-peak,18,101789,2700 W @ 5283 S,TRUE,54-S27-W,-111.957745,40.655236,32.54,32.54
227,1,off-peak,19,101787,2700 W @ 5075 S,FALSE,,-111.957775,40.659065,34.93,34.49
227,1,off-peak,20,101785,2700 W @ 4791 S,FALSE,,-111.957826,40.664652,11.62,11.23
227,1,off-peak,21,198008,2700 W @ 4663 S,FALSE,,-111.957848,40.668455,27.14,27.14
227,1,off-peak,22,101783,2700 W @ 4521 S,FALSE,,-111.957843,40.670355,36.27,36.27
227,1,off-peak,23,101782,2700 W @ 4345 S,FALSE,STATOFFC,-111.957801,40.676332,35.13,35.13
227,1,off-peak,24,101781,2700 W @ 4191 S,FALSE,,-111.957847,40.680542,19.85,19.85
227,1,off-peak,25,135022,Constitution Blvd @ 4085 S,FALSE,,-111.957834,40.682801,35.45,35.45
227,1,off-peak,26,135023,Constitution Blvd @ 4031 S,FALSE,,-111.957898,40.683717,30.98,30.98
227,1,off-peak,27,135024,Constitution Blvd @ 3939 S,FALSE,,-111.957891,40.685802,24.57,24.57
227,1,off-peak,28,135025,Constitution Blvd @ 3803 S,FALSE,,-111.957885,40.689246,20.25,20.25
227,1,off-peak,29,101516,Constitution Blvd @ 3755 S,FALSE,,-111.957859,40.690437,9.69,0.93
227,1,off-peak,30,BB101594,West Valley Central Station (Bay J),TRUE,WVCNTRAX,-111.960223,40.693235,0.00,0.00
227,1,pm peak,1,BB101865,Sugar Factory Road Station (Bay B),TRUE,SGFACTRD,-111.956858,40.599229,16.18,16.18
227,1,pm peak,2,101886,2700 W @ 7997 S,FALSE,,-111.957698,40.605312,28.84,26.19
227,1,pm peak,3,171053,2700 W @ 7809 S,FALSE,,-111.957707,40.608836,23.38,21.82
227,1,pm peak,4,152020,2700 W @ 7531 S,FALSE,,-111.957698,40.614404,31.21,29.07
227,1,pm peak,5,198411,2700 W @ 7243 S,FALSE,,-111.95772,40.619271,19.63,17.91
227,1,pm peak,6,152103,2700 W @ 6971 S,TRUE,70-S27-W,-111.957715,40.624648,20.69,20.19
227,1,pm peak,7,152025,2700 W @ 6867 S,FALSE,,-111.957727,40.626347,29.66,28.78
227,1,pm peak,8,152026,2700 W @ 6771 S,FALSE,,-111.957747,40.628211,31.52,31.13
227,1,pm peak,9,152027,2700 W @ 6683 S,FALSE,,-111.957756,40.629872,33.90,31.09
227,1,pm peak,10,152028,2700 W @ 6549 S,FALSE,,-111.957736,40.632538,30.31,30.13
227,1,pm peak,11,152029,2700 W @ 6387 S,FALSE,,-111.957738,40.635089,27.37,27.37
227,1,pm peak,12,152031,2700 W @ 6245 S,FALSE,62-S27-W,-111.957746,40.637763,24.19,23.78
227,1,pm peak,13,152032,2700 W @ 6055 S,FALSE,,-111.957753,40.641115,36.64,36.57
227,1,pm peak,14,152033,2700 W @ 5901 S,FALSE,,-111.957759,40.643932,35.86,35.86
227,1,pm peak,15,152034,2700 W @ 5821 S,FALSE,,-111.957764,40.645248,32.39,32.13
227,1,pm peak,16,152035,2700 W @ 5737 S,FALSE,,-111.957764,40.646638,31.92,30.53
227,1,pm peak,17,152036,2700 W @ 5485 S,FALSE,,-111.957781,40.651344,15.27,14.57
227,1,pm peak,18,101789,2700 W @ 5283 S,TRUE,54-S27-W,-111.957745,40.655236,28.66,28.66
227,1,pm peak,19,101787,2700 W @ 5075 S,FALSE,,-111.957775,40.659065,37.08,37.01
227,1,pm peak,20,101785,2700 W @ 4791 S,FALSE,,-111.957826,40.664652,15.76,14.85
227,1,pm peak,21,198008,2700 W @ 4663 S,FALSE,,-111.957848,40.668455,22.84,18.34
227,1,pm peak,22,101783,2700 W @ 4521 S,FALSE,,-111.957843,40.670355,29.59,29.13
227,1,pm peak,23,101782,2700 W @ 4345 S,FALSE,STATOFFC,-111.957801,40.676332,33.77,33.57
227,1,pm peak,24,101781,2700 W @ 4191 S,FALSE,,-111.957847,40.680542,17.04,17.01
227,1,pm peak,25,135022,Constitution Blvd @ 4085 S,FALSE,,-111.957834,40.682801,28.34,28.34
227,1,pm peak,26,135023,Constitution Blvd @ 4031 S,FALSE,,-111.957898,40.683717,29.91,29.91
227,1,pm peak,27,135024,Constitution Blvd @ 3939 S,FALSE,,-111.957891,40.685802,25.61,24.87
227,1,pm peak,28,135025,Constitution Blvd @ 3803 S,FALSE,,-111.957885,40.689246,21.92,21.58
227,1,pm peak,29,101516,Constitution Blvd @ 3755 S,FALSE,,-111.957859,40.690437,9.29,1.03
227,1,pm peak,30,BB101594,West Valley Central Station (Bay J),TRUE,WVCNTRAX,-111.960223,40.693235,0.00,0.00
232,0,am peak,1,BB198556,West Valley Central Station (Bay D),TRUE,WVCNTRAX,-111.960509,40.693778,9.59,9.58
232,0,am peak,2,135066,3650 S / Granger Dr (WB),FALSE,,-111.963751,40.692996,24.19,24.07
232,0,am peak,3,135067,3650 S / 3100 W (WB),FALSE,,-111.965622,40.692993,12.36,12.00
232,0,am peak,4,135328,3200 W @ 3686 S,FALSE,,-111.967621,40.692028,27.20,26.71
232,0,am peak,5,135087,3200 W @ 3780 S,FALSE,,-111.967613,40.689791,30.52,29.94
232,0,am peak,6,135088,3200 W @ 3850 S,FALSE,,-111.967614,40.688292,29.08,26.14
232,0,am peak,7,135090,3200 W @ 3990 S,FALSE,,-111.967611,40.684824,20.85,20.73
232,0,am peak,8,135091,3200 W @ 4068 S,FALSE,41-S32-W,-111.967601,40.683064,9.50,9.27
232,0,am peak,9,135092,3200 W @ 4110 S,FALSE,,-111.967651,40.681716,20.42,20.31
232,0,am peak,10,135093,3200 W @ 4204 S,FALSE,,-111.967614,40.679657,26.51,25.97
232,0,am peak,11,135094,3200 W @ 4280 S,FALSE,,-111.967613,40.677634,29.31,29.17
232,0,am peak,12,135095,3200 W @ 4338 S,FALSE,,-111.967601,40.676482,28.52,27.78
232,0,am peak,13,135097,3200 W @ 4458 S,FALSE,,-111.967578,40.673653,28.44,28.19
232,0,am peak,14,135098,3200 W @ 4548 S,FALSE,,-111.967566,40.671211,25.78,23.87
232,0,am peak,15,135099,3200 W @ 4598 S,FALSE,,-111.967573,40.670228,13.51,13.06
232,0,am peak,16,135100,3200 W @ 4710 S,FALSE,,-111.967549,40.667065,24.65,24.58
232,0,am peak,17,135314,3200 W @ 4780 S,FALSE,,-111.967541,40.665696,31.27,31.27
232,0,am peak,18,135101,3200 W @ 4850 S,FALSE,,-111.967531,40.663989,34.56,34.56
232,0,am peak,19,152071,3200 W @ 4958 S,FALSE,,-111.967528,40.661739,32.67,32.67
232,0,am peak,20,152072,3200 W @ 5068 S,FALSE,,-111.967516,40.660123,31.12,31.12
232,0,am peak,21,152073,3200 W @ 5248 S,FALSE,,-111.967518,40.656849,24.33,23.53
232,0,am peak,22,152074,3200 W @ 5286 S,FALSE,,-111.967512,40.655701,14.06,11.65
232,0,am peak,23,152191,3200 W @ 5348 S,FALSE,,-111.967501,40.654094,9.22,9.15
232,0,am peak,24,152037,3200 W @ 5404 S,TRUE,54-S32-W,-111.967487,40.652552,21.71,21.60
232,0,am peak,25,152038,3200 W @ 5558 S,FALSE,,-111.967481,40.650381,27.62,27.62
232,0,am peak,26,152039,3200 W @ 5668 S,FALSE,,-111.967479,40.648361,33.78,33.32
232,0,am peak,27,101966,3200 W @ 5936 S,FALSE,,-111.967477,40.643661,33.51,33.51
232,0,am peak,28,152041,3200 W @ 5886 S,FALSE,,-111.967447,40.642697,26.96,25.83
232,0,am peak,29,198595,3200 W @ 6166 S,FALSE,,-111.967507,40.639226,19.41,18.30
232,0,am peak,30,152217,3200 W @ 6398 S,FALSE,,-111.967446,40.635112,30.97,30.06
232,0,am peak,31,152043,3200 W @ 6484 S,FALSE,,-111.967447,40.633385,30.79,30.79
232,0,am peak,32,152008,3200 W @ 6602 S,FALSE,,-111.967444,40.631068,33.33,32.47
232,0,am peak,33,152045,3200 W @ 6774 S,FALSE,,-111.967447,40.628178,32.38,31.95
232,0,am peak,34,152202,3200 W @ 6878 S,FALSE,,-111.967456,40.626358,19.76,19.06
232,0,am peak,35,152046,3200 W @ 7080 S,TRUE,70-S32-W,-111.967456,40.622734,27.19,26.48
232,0,am peak,36,152047,3200 W @ 7218 S,FALSE,,-111.967473,40.620161,30.05,30.05
232,0,am peak,37,152048,3200 W @ 7348 S,FALSE,,-111.967494,40.617831,32.31,32.31
232,0,am peak,38,152049,3200 W @ 7488 S,FALSE,,-111.967513,40.615645,33.98,33.29
232,0,am peak,39,152050,3200 W @ 7640 S,FALSE,,-111.967522,40.613353,27.42,26.53
232,0,am peak,40,152051,3200 W @ 7740 S,FALSE,,-111.967541,40.610738,18.93,18.28
232,0,am peak,41,171055,3200 W @ 7810 S,FALSE,,-111.967567,40.608721,23.19,22.84
232,0,am peak,42,171056,3200 W @ 7980 S,FALSE,,-111.967522,40.606197,27.32,26.98
232,0,am peak,43,171057,3200 W @ 8132 S,FALSE,,-111.967384,40.603131,29.73,29.73
232,0,am peak,44,171058,3200 W @ 8212 S,FALSE,,-111.967458,40.601627,28.97,26.96
232,0,am peak,45,101291,3200 W @ 8400 S,FALSE,,-111.967462,40.599453,22.94,19.11
232,0,am peak,46,101292,3200 W @ 8550 S,FALSE,,-111.967431,40.596768,12.58,3.79
232,0,am peak,47,101875,Jordan Valley Station (Bay B),TRUE,JRDNVALY,-111.970828,40.594934,0.00,0.00
232,0,midday,1,BB198556,West Valley Central Station (Bay D),TRUE,WVCNTRAX,-111.960509,40.693778,8.42,8.42
232,0,midday,2,135066,3650 S / Granger Dr (WB),FALSE,,-111.963751,40.692996,24.65,24.31
232,0,midday,3,135067,3650 S / 3100 W (WB),FALSE,,-111.965622,40.692993,10.43,10.17
232,0,midday,4,135328,3200 W @ 3686 S,FALSE,,-111.967621,40.692028,28.75,28.61
232,0,midday,5,135087,3200 W @ 3780 S,FALSE,,-111.967613,40.689791,33.28,32.95
232,0,midday,6,135088,3200 W @ 3850 S,FALSE,,-111.967614,40.688292,31.74,30.76
232,0,midday,7,135090,3200 W @ 3990 S,FALSE,,-111.967611,40.684824,22.36,22.36
232,0,midday,8,135091,3200 W @ 4068 S,FALSE,41-S32-W,-111.967601,40.683064,13.87,13.85
232,0,midday,9,135092,3200 W @ 4110 S,FALSE,,-111.967651,40.681716,25.33,25.33
232,0,midday,10,135093,3200 W @ 4204 S,FALSE,,-111.967614,40.679657,31.79,31.08
232,0,midday,11,135094,3200 W @ 4280 S,FALSE,,-111.967613,40.677634,32.05,31.78
232,0,midday,12,135095,3200 W @ 4338 S,FALSE,,-111.967601,40.676482,32.75,32.17
232,0,midday,13,135097,3200 W @ 4458 S,FALSE,,-111.967578,40.673653,30.14,29.31
232,0,midday,14,135098,3200 W @ 4548 S,FALSE,,-111.967566,40.671211,25.86,25.75
232,0,midday,15,135099,3200 W @ 4598 S,FALSE,,-111.967573,40.670228,13.44,12.75
232,0,midday,16,135100,3200 W @ 4710 S,FALSE,,-111.967549,40.667065,23.34,22.88
232,0,midday,17,135314,3200 W @ 4780 S,FALSE,,-111.967541,40.665696,30.76,30.43
232,0,midday,18,135101,3200 W @ 4850 S,FALSE,,-111.967531,40.663989,34.05,34.06
232,0,midday,19,152071,3200 W @ 4958 S,FALSE,,-111.967528,40.661739,32.71,32.59
232,0,midday,20,152072,3200 W @ 5068 S,FALSE,,-111.967516,40.660123,34.30,34.30
232,0,midday,21,152073,3200 W @ 5248 S,FALSE,,-111.967518,40.656849,28.25,27.89
232,0,midday,22,152074,3200 W @ 5286 S,FALSE,,-111.967512,40.655701,10.89,10.40
232,0,midday,23,152191,3200 W @ 5348 S,FALSE,,-111.967501,40.654094,7.76,6.33
232,0,midday,24,152037,3200 W @ 5404 S,TRUE,54-S32-W,-111.967487,40.652552,15.36,15.33
232,0,midday,25,152038,3200 W @ 5558 S,FALSE,,-111.967481,40.650381,31.05,30.82
232,0,midday,26,152039,3200 W @ 5668 S,FALSE,,-111.967479,40.648361,36.18,36.05
232,0,midday,27,101966,3200 W @ 5936 S,FALSE,,-111.967477,40.643661,35.48,35.48
232,0,midday,28,152041,3200 W @ 5886 S,FALSE,,-111.967447,40.642697,25.27,24.18
232,0,midday,29,198595,3200 W @ 6166 S,FALSE,,-111.967507,40.639226,19.46,19.31
232,0,midday,30,152217,3200 W @ 6398 S,FALSE,,-111.967446,40.635112,35.01,35.01
232,0,midday,31,152043,3200 W @ 6484 S,FALSE,,-111.967447,40.633385,33.55,33.29
232,0,midday,32,152008,3200 W @ 6602 S,FALSE,,-111.967444,40.631068,35.49,35.10
232,0,midday,33,152045,3200 W @ 6774 S,FALSE,,-111.967447,40.628178,31.78,31.48
232,0,midday,34,152202,3200 W @ 6878 S,FALSE,,-111.967456,40.626358,15.86,14.64
232,0,midday,35,152046,3200 W @ 7080 S,TRUE,70-S32-W,-111.967456,40.622734,20.31,20.31
232,0,midday,36,152047,3200 W @ 7218 S,FALSE,,-111.967473,40.620161,35.87,35.87
232,0,midday,37,152048,3200 W @ 7348 S,FALSE,,-111.967494,40.617831,35.22,35.22
232,0,midday,38,152049,3200 W @ 7488 S,FALSE,,-111.967513,40.615645,35.06,34.95
232,0,midday,39,152050,3200 W @ 7640 S,FALSE,,-111.967522,40.613353,27.61,26.08
232,0,midday,40,152051,3200 W @ 7740 S,FALSE,,-111.967541,40.610738,12.62,11.41
232,0,midday,41,171055,3200 W @ 7810 S,FALSE,,-111.967567,40.608721,21.15,20.89
232,0,midday,42,171056,3200 W @ 7980 S,FALSE,,-111.967522,40.606197,28.87,28.07
232,0,midday,43,171057,3200 W @ 8132 S,FALSE,,-111.967384,40.603131,30.06,30.06
232,0,midday,44,171058,3200 W @ 8212 S,FALSE,,-111.967458,40.601627,33.02,32.65
232,0,midday,45,101291,3200 W @ 8400 S,FALSE,,-111.967462,40.599453,28.84,22.38
232,0,midday,46,101292,3200 W @ 8550 S,FALSE,,-111.967431,40.596768,12.38,3.12
232,0,midday,47,101875,Jordan Valley Station (Bay B),TRUE,JRDNVALY,-111.970828,40.594934,0.00,0.00
232,0,off-peak,1,BB198556,West Valley Central Station (Bay D),TRUE,WVCNTRAX,-111.960509,40.693778,10.28,10.28
232,0,off-peak,2,135066,3650 S / Granger Dr (WB),FALSE,,-111.963751,40.692996,24.05,24.05
232,0,off-peak,3,135067,3650 S / 3100 W (WB),FALSE,,-111.965622,40.692993,13.11,13.11
232,0,off-peak,4,135328,3200 W @ 3686 S,FALSE,,-111.967621,40.692028,26.79,26.79
232,0,off-peak,5,135087,3200 W @ 3780 S,FALSE,,-111.967613,40.689791,31.90,31.90
232,0,off-peak,6,135088,3200 W @ 3850 S,FALSE,,-111.967614,40.688292,36.98,36.98
232,0,off-peak,7,135090,3200 W @ 3990 S,FALSE,,-111.967611,40.684824,27.86,27.86
232,0,off-peak,8,135091,3200 W @ 4068 S,FALSE,41-S32-W,-111.967601,40.683064,24.03,24.03
232,0,off-peak,9,135092,3200 W @ 4110 S,FALSE,,-111.967651,40.681716,29.95,29.95
232,0,off-peak,10,135093,3200 W @ 4204 S,FALSE,,-111.967614,40.679657,34.85,34.85
232,0,off-peak,11,135094,3200 W @ 4280 S,FALSE,,-111.967613,40.677634,35.20,35.20
232,0,off-peak,12,135095,3200 W @ 4338 S,FALSE,,-111.967601,40.676482,36.00,36.00
232,0,off-peak,13,135097,3200 W @ 4458 S,FALSE,,-111.967578,40.673653,34.76,34.76
232,0,off-peak,14,135098,3200 W @ 4548 S,FALSE,,-111.967566,40.671211,29.78,29.78
232,0,off-peak,15,135099,3200 W @ 4598 S,FALSE,,-111.967573,40.670228,10.71,9.34
232,0,off-peak,16,135100,3200 W @ 4710 S,FALSE,,-111.967549,40.667065,25.23,25.23
232,0,off-peak,17,135314,3200 W @ 4780 S,FALSE,,-111.967541,40.665696,27.55,27.55
232,0,off-peak,18,135101,3200 W @ 4850 S,FALSE,,-111.967531,40.663989,33.15,33.15
232,0,off-peak,19,152071,3200 W @ 4958 S,FALSE,,-111.967528,40.661739,35.65,35.65
232,0,off-peak,20,152072,3200 W @ 5068 S,FALSE,,-111.967516,40.660123,36.12,36.12
232,0,off-peak,21,152073,3200 W @ 5248 S,FALSE,,-111.967518,40.656849,37.20,37.20
232,0,off-peak,22,152074,3200 W @ 5286 S,FALSE,,-111.967512,40.655701,20.16,17.70
232,0,off-peak,23,152191,3200 W @ 5348 S,FALSE,,-111.967501,40.654094,15.79,14.08
232,0,off-peak,24,152037,3200 W @ 5404 S,TRUE,54-S32-W,-111.967487,40.652552,22.14,22.14
232,0,off-peak,25,152038,3200 W @ 5558 S,FALSE,,-111.967481,40.650381,34.50,34.50
232,0,off-peak,26,152039,3200 W @ 5668 S,FALSE,,-111.967479,40.648361,37.13,37.13
232,0,off-peak,27,101966,3200 W @ 5936 S,FALSE,,-111.967477,40.643661,38.55,38.55
232,0,off-peak,28,152041,3200 W @ 5886 S,FALSE,,-111.967447,40.642697,25.43,25.43
232,0,off-peak,29,198595,3200 W @ 6166 S,FALSE,,-111.967507,40.639226,26.97,26.97
232,0,off-peak,30,152217,3200 W @ 6398 S,FALSE,,-111.967446,40.635112,35.40,35.40
232,0,off-peak,31,152043,3200 W @ 6484 S,FALSE,,-111.967447,40.633385,35.60,35.60
232,0,off-peak,32,152008,3200 W @ 6602 S,FALSE,,-111.967444,40.631068,32.90,32.90
232,0,off-peak,33,152045,3200 W @ 6774 S,FALSE,,-111.967447,40.628178,34.08,34.08
232,0,off-peak,34,152202,3200 W @ 6878 S,FALSE,,-111.967456,40.626358,14.65,12.49
232,0,off-peak,35,152046,3200 W @ 7080 S,TRUE,70-S32-W,-111.967456,40.622734,19.48,19.48
232,0,off-peak,36,152047,3200 W @ 7218 S,FALSE,,-111.967473,40.620161,35.30,35.30
232,0,off-peak,37,152048,3200 W @ 7348 S,FALSE,,-111.967494,40.617831,34.76,32.96
232,0,off-peak,38,152049,3200 W @ 7488 S,FALSE,,-111.967513,40.615645,32.67,32.67
232,0,off-peak,39,152050,3200 W @ 7640 S,FALSE,,-111.967522,40.613353,29.56,29.56
232,0,off-peak,40,152051,3200 W @ 7740 S,FALSE,,-111.967541,40.610738,14.13,10.41
232,0,off-peak,41,171055,3200 W @ 7810 S,FALSE,,-111.967567,40.608721,17.97,17.97
232,0,off-peak,42,171056,3200 W @ 7980 S,FALSE,,-111.967522,40.606197,28.55,24.88
232,0,off-peak,43,171057,3200 W @ 8132 S,FALSE,,-111.967384,40.603131,21.77,21.77
232,0,off-peak,44,171058,3200 W @ 8212 S,FALSE,,-111.967458,40.601627,30.50,30.50
232,0,off-peak,45,101291,3200 W @ 8400 S,FALSE,,-111.967462,40.599453,29.55,27.57
232,0,off-peak,46,101292,3200 W @ 8550 S,FALSE,,-111.967431,40.596768,14.70,3.09
232,0,off-peak,47,101875,Jordan Valley Station (Bay B),TRUE,JRDNVALY,-111.970828,40.594934,0.00,0.00
232,0,pm peak,1,BB198556,West Valley Central Station (Bay D),TRUE,WVCNTRAX,-111.960509,40.693778,10.14,10.04
232,0,pm peak,2,135066,3650 S / Granger Dr (WB),FALSE,,-111.963751,40.692996,24.02,22.59
232,0,pm peak,3,135067,3650 S / 3100 W (WB),FALSE,,-111.965622,40.692993,9.84,9.44
232,0,pm peak,4,135328,3200 W @ 3686 S,FALSE,,-111.967621,40.692028,26.59,26.26
232,0,pm peak,5,135087,3200 W @ 3780 S,FALSE,,-111.967613,40.689791,32.16,31.98
232,0,pm peak,6,135088,3200 W @ 3850 S,FALSE,,-111.967614,40.688292,30.26,28.86
232,0,pm peak,7,135090,3200 W @ 3990 S,FALSE,,-111.967611,40.684824,18.22,17.88
232,0,pm peak,8,135091,3200 W @ 4068 S,FALSE,41-S32-W,-111.967601,40.683064,11.98,11.65
232,0,pm peak,9,135092,3200 W @ 4110 S,FALSE,,-111.967651,40.681716,24.77,24.60
232,0,pm peak,10,135093,3200 W @ 4204 S,FALSE,,-111.967614,40.679657,27.06,25.79
232,0,pm peak,11,135094,3200 W @ 4280 S,FALSE,,-111.967613,40.677634,24.19,23.15
232,0,pm peak,12,135095,3200 W @ 4338 S,FALSE,,-111.967601,40.676482,26.07,24.03
232,0,pm peak,13,135097,3200 W @ 4458 S,FALSE,,-111.967578,40.673653,25.03,24.67
232,0,pm peak,14,135098,3200 W @ 4548 S,FALSE,,-111.967566,40.671211,21.56,19.32
232,0,pm peak,15,135099,3200 W @ 4598 S,FALSE,,-111.967573,40.670228,6.86,6.50
232,0,pm peak,16,135100,3200 W @ 4710 S,FALSE,,-111.967549,40.667065,22.51,22.39
232,0,pm peak,17,135314,3200 W @ 4780 S,FALSE,,-111.967541,40.665696,28.70,28.51
232,0,pm peak,18,135101,3200 W @ 4850 S,FALSE,,-111.967531,40.663989,31.89,30.24
232,0,pm peak,19,152071,3200 W @ 4958 S,FALSE,,-111.967528,40.661739,27.03,25.29
232,0,pm peak,20,152072,3200 W @ 5068 S,FALSE,,-111.967516,40.660123,25.01,24.31
232,0,pm peak,21,152073,3200 W @ 5248 S,FALSE,,-111.967518,40.656849,20.41,20.15
232,0,pm peak,22,152074,3200 W @ 5286 S,FALSE,,-111.967512,40.655701,10.68,9.36
232,0,pm peak,23,152191,3200 W @ 5348 S,FALSE,,-111.967501,40.654094,9.77,9.32
232,0,pm peak,24,152037,3200 W @ 5404 S,TRUE,54-S32-W,-111.967487,40.652552,22.10,21.40
232,0,pm peak,25,152038,3200 W @ 5558 S,FALSE,,-111.967481,40.650381,27.20,26.15
232,0,pm peak,26,152039,3200 W @ 5668 S,FALSE,,-111.967479,40.648361,35.11,33.59
232,0,pm peak,27,101966,3200 W @ 5936 S,FALSE,,-111.967477,40.643661,29.94,29.94
232,0,pm peak,28,152041,3200 W @ 5886 S,FALSE,,-111.967447,40.642697,18.92,16.04
232,0,pm peak,29,198595,3200 W @ 6166 S,FALSE,,-111.967507,40.639226,18.97,18.85
232,0,pm peak,30,152217,3200 W @ 6398 S,FALSE,,-111.967446,40.635112,34.43,34.43
232,0,pm peak,31,152043,3200 W @ 6484 S,FALSE,,-111.967447,40.633385,35.63,35.26
232,0,pm peak,32,152008,3200 W @ 6602 S,FALSE,,-111.967444,40.631068,34.15,34.04
232,0,pm peak,33,152045,3200 W @ 6774 S,FALSE,,-111.967447,40.628178,27.74,25.67
232,0,pm peak,34,152202,3200 W @ 6878 S,FALSE,,-111.967456,40.626358,13.81,13.50
232,0,pm peak,35,152046,3200 W @ 7080 S,TRUE,70-S32-W,-111.967456,40.622734,30.44,30.27
232,0,pm peak,36,152047,3200 W @ 7218 S,FALSE,,-111.967473,40.620161,35.44,35.44
232,0,pm peak,37,152048,3200 W @ 7348 S,FALSE,,-111.967494,40.617831,36.42,36.42
232,0,pm peak,38,152049,3200 W @ 7488 S,FALSE,,-111.967513,40.615645,33.86,33.64
232,0,pm peak,39,152050,3200 W @ 7640 S,FALSE,,-111.967522,40.613353,25.73,23.87
232,0,pm peak,40,152051,3200 W @ 7740 S,FALSE,,-111.967541,40.610738,10.71,9.97
232,0,pm peak,41,171055,3200 W @ 7810 S,FALSE,,-111.967567,40.608721,24.50,24.23
232,0,pm peak,42,171056,3200 W @ 7980 S,FALSE,,-111.967522,40.606197,33.26,32.75
232,0,pm peak,43,171057,3200 W @ 8132 S,FALSE,,-111.967384,40.603131,31.78,31.78
232,0,pm peak,44,171058,3200 W @ 8212 S,FALSE,,-111.967458,40.601627,31.58,31.02
232,0,pm peak,45,101291,3200 W @ 8400 S,FALSE,,-111.967462,40.599453,25.23,20.57
232,0,pm peak,46,101292,3200 W @ 8550 S,FALSE,,-111.967431,40.596768,13.77,6.52
232,0,pm peak,47,101875,Jordan Valley Station (Bay B),TRUE,JRDNVALY,-111.970828,40.594934,0.00,0.00
232,1,am peak,1,101875,Jordan Valley Station (Bay B),TRUE,JRDNVALY,-111.970828,40.594934,8.74,7.95
232,1,am peak,2,101910,3200 W @ 8545 S,FALSE,,-111.967278,40.596926,20.34,20.30
232,1,am peak,3,101911,3200 W @ 8377 S,FALSE,,-111.967296,40.599761,31.41,31.41
232,1,am peak,4,101912,3200 W @ 8175 S,FALSE,,-111.967219,40.602936,28.78,28.78
232,1,am peak,5,101913,3200 W @ 7975 S,FALSE,,-111.967349,40.606199,25.66,23.74
232,1,am peak,6,101914,3200 W @ 7859 S,FALSE,,-111.967364,40.608171,11.64,11.51
232,1,am peak,7,171064,3200 W @ 7761 S,FALSE,,-111.967369,40.610493,29.49,29.49
232,1,am peak,8,171138,3200 W @ 7639 S,FALSE,,-111.967359,40.612266,33.56,33.56
232,1,am peak,9,152053,3200 W @ 7487 S,FALSE,,-111.967347,40.615686,33.31,33.31
232,1,am peak,10,152054,3200 W @ 7347 S,FALSE,,-111.967321,40.617777,29.73,27.92
232,1,am peak,11,152055,3200 W @ 7253 S,FALSE,,-111.967313,40.619372,23.93,23.00
232,1,am peak,12,152197,3200 W @ 7115 S,FALSE,,-111.967301,40.622432,16.62,16.20
232,1,am peak,13,152056,3200 W @ 6871 S,TRUE,70-S32-W,-111.967278,40.626271,26.33,26.19
232,1,am peak,14,152057,3200 W @ 6735 S,FALSE,,-111.967266,40.628801,32.71,32.63
232,1,am peak,15,152208,3200 W @ 6608 S,FALSE,,-111.967278,40.631129,32.58,32.58
232,1,am peak,16,152058,3200 W @ 6505 S,FALSE,,-111.967268,40.633343,27.11,26.54
232,1,am peak,17,152059,3200 W @ 6385 S,FALSE,,-111.967267,40.635261,11.12,11.08
232,1,am peak,18,152060,3200 W @ 6199 S,FALSE,,-111.967282,40.639017,27.83,26.03
232,1,am peak,19,152061,3200 W @ 5987 S,FALSE,,-111.967292,40.642791,31.27,28.44
232,1,am peak,20,152023,3200 W @ 5865 S,FALSE,,-111.967304,40.644705,29.73,29.73
232,1,am peak,21,152063,3200 W @ 5601 S,FALSE,,-111.967321,40.649361,23.52,20.87
