ROUTE,DIR,period,STOP,StopAbbr,StopName,Timepoint,NodeAbbr,Lon,Lat,Avgmph,Avgmphdwell
62,1,off-peak,15,151008,Cougar Ln @ 6587 S,FALSE,,-112.007192,40.631722,35.64,35.21
62,1,off-peak,16,151109,Cougar Ln @ 6425 S,FALSE,,-112.007221,40.634565,23.91,23.21
62,1,off-peak,17,101773,Cougar Ln @ 6307 S,TRUE,62-SCGLN,-112.006733,40.636463,21.08,8.65
62,1,off-peak,18,151009,Cougar Ln @ 6221 S,FALSE,,-112.005398,40.637934,14.16,14.03
62,1,off-peak,19,101241,6200 S @ 4653 W,FALSE,,-112.001183,40.638497,25.35,23.78
62,1,off-peak,20,101239,6200 S @ 4485 W,FALSE,,-111.997841,40.638501,23.95,19.05
62,1,off-peak,21,101242,6200 S @ 4215 W,FALSE,,-111.992063,40.638497,23.35,22.24
62,1,off-peak,22,101244,6200 S @ 3809 W,FALSE,62-S40-W,-111.982483,40.638493,21.03,14.59
62,1,off-peak,23,101246,6200 S @ 3709 W,FALSE,,-111.979565,40.63844,11.35,11.35
62,1,off-peak,24,152132,6200 S @ 3501 W,FALSE,,-111.974001,40.638508,31.05,31.05
62,1,off-peak,25,101342,6200 S @ 3363 W,FALSE,,-111.971267,40.638489,25.54,25.54
62,1,off-peak,26,101248,6200 S @ 3185 W,TRUE,62-S32-W,-111.966377,40.638496,30.83,30.83
62,1,off-peak,27,101392,Bennion Blvd @ 2899 W,FALSE,,-111.963781,40.638497,28.10,28.10
62,1,off-peak,28,101250,6200 S @ 2685 W,FALSE,62-S27-W,-111.956933,40.638499,31.67,31.05
62,1,off-peak,29,152178,6200 S @ 2315 W,FALSE,,-111.950384,40.638503,17.55,15.60
62,1,off-peak,30,101737,6200 S @ 1611 W,TRUE,62-SRDWD,-111.936631,40.638011,21.69,21.69
62,1,off-peak,31,101253,6235 S @ 1354 W,FALSE,,-111.931737,40.637908,16.51,16.38
62,1,off-peak,32,101370,1300 W @ 6286 S,FALSE,,-111.929331,40.637088,27.34,27.34
62,1,off-peak,33,101371,1300 W @ 6500 S,FALSE,,-111.929319,40.633356,24.12,24.12
62,1,off-peak,34,101372,Winchester Dr @ 1198 W,FALSE,,-111.923961,40.630332,35.97,35.97
62,1,off-peak,35,101373,Winchester St @ 990 W,FALSE,,-111.917296,40.630982,32.34,27.59
62,1,off-peak,36,101375,Winchester Dr @ 716 W,FALSE,,-111.910879,40.631613,22.60,9.73
62,1,off-peak,37,BB153195,Fashion Place West Station (Bay C),TRUE,FASHPLCE,-111.898186,40.633602,0.00,0.00
62,1,pm peak,1,101208,6200 S / 5700 W (EB),TRUE,6256EB,-112.027011,40.638454,7.97,7.97
62,1,pm peak,2,101602,Balsa Ave @ 5523 W,FALSE,,-112.022776,40.636264,20.20,20.06
62,1,pm peak,3,101518,Balsa Ave @ 5387 W,FALSE,,-112.019415,40.636351,11.17,10.87
62,1,pm peak,4,151002,Clernates Dr @ 6394 S,FALSE,,-112.018327,40.635081,16.12,16.12
62,1,pm peak,5,151003,Clernates Dr @ 6494 S,FALSE,,-112.017452,40.633495,14.86,14.76
62,1,pm peak,6,151004,Clernates Dr @ 6598 S,FALSE,,-112.017437,40.631441,16.31,16.20
62,1,pm peak,7,151100,Clernates Dr @ 6718 S,FALSE,,-112.017506,40.629374,18.20,17.77
62,1,pm peak,8,151101,Clernates Dr @ 6852 S,FALSE,WAKECLER,-112.018008,40.626852,16.82,16.77
62,1,pm peak,9,101192,7000 S @ 5305 W,FALSE,,-112.017564,40.623945,21.97,21.89
62,1,pm peak,10,101193,7000 S @ 5153 W,FALSE,,-112.013719,40.623947,22.77,22.14
62,1,pm peak,11,198617,7000 S @ 4967 W,FALSE,,-112.009292,40.623943,22.86,22.43
62,1,pm peak,12,101194,7000 S @ 4825 W,FALSE,70-SCGLN,-112.006234,40.623981,15.87,15.74
62,1,pm peak,13,101236,Cougar Ln @ 6865 S,FALSE,,-112.006445,40.626684,30.05,29.88
62,1,pm peak,14,101323,4800 W @ 6735 S,FALSE,,-112.007117,40.628804,32.66,31.88
62,1,pm peak,15,151008,Cougar Ln @ 6587 S,FALSE,,-112.007192,40.631722,30.80,29.73
62,1,pm peak,16,151109,Cougar Ln @ 6425 S,FALSE,,-112.007221,40.634565,23.32,22.03
62,1,pm peak,17,101773,Cougar Ln @ 6307 S,TRUE,62-SCGLN,-112.006733,40.636463,20.42,11.22
62,1,pm peak,18,151009,Cougar Ln @ 6221 S,FALSE,,-112.005398,40.637934,18.51,17.57
62,1,pm peak,19,101241,6200 S @ 4653 W,FALSE,,-112.001183,40.638497,27.84,27.84
62,1,pm peak,20,101239,6200 S @ 4485 W,FALSE,,-111.997841,40.638501,21.69,20.51
62,1,pm peak,21,101242,6200 S @ 4215 W,FALSE,,-111.992063,40.638497,26.11,25.66
62,1,pm peak,22,101244,6200 S @ 3809 W,FALSE,62-S40-W,-111.982483,40.638493,25.64,19.78
62,1,pm peak,23,101246,6200 S @ 3709 W,FALSE,,-111.979565,40.63844,12.67,12.49
62,1,pm peak,24,152132,6200 S @ 3501 W,FALSE,,-111.974001,40.638508,26.77,25.62
62,1,pm peak,25,101342,6200 S @ 3363 W,FALSE,,-111.971267,40.638489,14.85,14.85
62,1,pm peak,26,101248,6200 S @ 3185 W,TRUE,62-S32-W,-111.966377,40.638496,30.49,30.49
62,1,pm peak,27,101392,Bennion Blvd @ 2899 W,FALSE,,-111.963781,40.638497,18.76,18.53
62,1,pm peak,28,101250,6200 S @ 2685 W,FALSE,62-S27-W,-111.956933,40.638499,29.15,28.42
62,1,pm peak,29,152178,6200 S @ 2315 W,FALSE,,-111.950384,40.638503,18.68,17.91
62,1,pm peak,30,101737,6200 S @ 1611 W,TRUE,62-SRDWD,-111.936631,40.638011,25.02,25.02
62,1,pm peak,31,101253,6235 S @ 1354 W,FALSE,,-111.931737,40.637908,16.26,16.26
62,1,pm peak,32,101370,1300 W @ 6286 S,FALSE,,-111.929331,40.637088,26.89,26.22
62,1,pm peak,33,101371,1300 W @ 6500 S,FALSE,,-111.929319,40.633356,19.77,19.40
62,1,pm peak,34,101372,Winchester Dr @ 1198 W,FALSE,,-111.923961,40.630332,35.16,35.16
62,1,pm peak,35,101373,Winchester St @ 990 W,FALSE,,-111.917296,40.630982,24.66,24.35
62,1,pm peak,36,101375,Winchester Dr @ 716 W,FALSE,,-111.910879,40.631613,18.35,5.68
62,1,pm peak,37,BB153195,Fashion Place West Station (Bay C),TRUE,FASHPLCE,-111.898186,40.633602,0.00,0.00
630,0,am peak,1,623032,Ogden Station (Bay 3),TRUE,OGDNTCTR,-111.979811,41.223445,11.80,11.80
630,0,am peak,2,623054,Wall Ave @ 2110 S,FALSE,,-111.978551,41.228696,26.38,26.38
630,0,am peak,3,636161,Wall Ave @ 2038 S,FALSE,,-111.978495,41.230559,28.93,28.93
630,0,am peak,4,623203,Wall Ave @ 1710 S,TRUE,17THWALL,-111.978412,41.236276,30.89,30.89
630,0,am peak,5,623198,Wall Ave @ 1530 S,FALSE,,-111.978305,41.239881,26.77,26.77
630,0,am peak,6,623300,Wall Ave @ 1180 S,FALSE,,-111.978057,41.24521,35.65,34.75
630,0,am peak,7,623315,Wall Ave @ 934 S,FALSE,,-111.978015,41.247339,18.00,18.00
630,0,am peak,8,616137,Wall Ave @ 896 S,FALSE,,-111.977991,41.248944,19.15,19.15
630,0,am peak,9,616139,Wall Ave @ 668 S,FALSE,,-111.977908,41.252329,31.44,31.44
630,0,am peak,10,616140,Wall Ave @ 402 S,FALSE,,-111.977842,41.256222,33.12,32.91
630,0,am peak,11,616141,Wall Ave @ 180 S,FALSE,,-111.977739,41.259833,37.82,37.59
630,0,am peak,12,616158,Wall Ave @ 186 N,FALSE,,-111.977667,41.262832,32.98,32.98
630,0,am peak,13,616142,Wall Ave @ 310 N,FALSE,,-111.977633,41.264401,33.18,15.44
630,0,am peak,14,636173,Wall Ave @ 466 N,TRUE,400NWALL,-111.977565,41.267586,17.55,16.37
630,0,am peak,15,616144,Us Hwy 89 @ 808 N,FALSE,,-111.978645,41.272222,34.97,34.97
630,0,am peak,16,616145,Us Hwy 89 @ 1060 N,FALSE,,-111.982223,41.276363,45.48,43.91
630,0,am peak,17,616146,Us Hwy 89 @ 1300 N   (Harrisville),FALSE,,-111.985864,41.281807,35.75,35.75
630,0,am peak,18,616147,Us Hwy 89 @ 1560 N,FALSE,,-111.989093,41.286638,54.52,54.52
630,0,am peak,19,636093,Us Hwy 89 @ 1870 N,FALSE,,-111.991985,41.290976,43.93,43.93
630,0,am peak,20,615030,Us Hwy 89 @ 2020 N,FALSE,,-111.994704,41.294882,31.78,27.05
630,0,am peak,21,615043,Us Hwy 89 @ 2200 N,FALSE,,-111.996933,41.297446,34.36,34.36
630,0,am peak,22,615009,Us Hwy 89 @ 2300 N,FALSE,,-111.998593,41.299286,39.37,39.37
630,0,am peak,23,601130,Us Hwy 89 @ 2450 N,FALSE,,-112.000949,41.301905,41.65,41.65
630,0,am peak,24,601185,Highway 89 @ 2652 N,FALSE,27-NH-89,-112.004502,41.305869,22.92,21.54
630,0,am peak,25,610048,Us Hwy 89 @ 2710 N,TRUE,,-112.005824,41.307319,45.33,44.84
630,0,am peak,26,610001,Us Hwy 89 @ 3110 N,FALSE,,-112.011271,41.314201,43.06,43.06
630,0,am peak,27,636083,Us-89 @ 3804 N   (Pleasant View),FALSE,,-112.019734,41.325447,17.87,15.62
630,0,am peak,28,636222,US-89 @ 3885 N,TRUE,CAPSCLAS,-112.023591,41.32974,19.49,19.49
630,0,am peak,29,610049,Us Hwy 89 @ 3950 N,FALSE,,-112.027048,41.335238,57.47,57.31
630,0,am peak,30,610050,Us Hwy 89 @ 8697 S,FALSE,,-112.035262,41.351171,52.90,51.30
630,0,am peak,31,608008,Us Hwy 89 @ 8615 S,FALSE,PERY2300,-112.035635,41.353498,54.01,54.01
630,0,am peak,32,608009,Us Hwy 89 @ 7925 S,FALSE,,-112.035248,41.365874,58.29,58.29
630,0,am peak,33,608010,Us Hwy 89 @ 7715 S,FALSE,,-112.034351,41.369728,55.78,55.78
630,0,am peak,34,608011,Us Hwy 89 @ 7395 S,FALSE,,-112.033028,41.375447,52.82,48.33
630,0,am peak,35,608012,Us Hwy 89 @ 6895 S,FALSE,,-112.031722,41.384453,46.79,46.45
630,0,am peak,36,608015,Us Hwy 89 @ 725 S,FALSE,,-112.034091,41.395664,54.35,54.35
630,0,am peak,37,608013,Main St @ 605 S,FALSE,,-112.034461,41.398459,52.31,52.31
630,0,am peak,38,608014,Main St @ 369 S,FALSE,,-112.035477,41.402202,50.81,50.81
630,0,am peak,39,636008,Us Hwy 89 @ 201 S,FALSE,2S89WILL,-112.036178,41.405149,48.20,47.55
630,0,am peak,40,636020,Main St @ 20 N,FALSE,,-112.036181,41.409319,46.17,46.17
630,0,am peak,41,636010,Us Hwy 89 @ 98 N    (Willard),TRUE,WLRDHY89,-112.036135,41.410982,45.03,45.03
630,0,am peak,42,636016,Us Hwy 89 @ 370 N,FALSE,,-112.035938,41.415577,44.95,44.95
630,0,am peak,43,636011,Us Hwy 89 @ 798 N,FALSE,,-112.035614,41.423073,46.23,44.32
630,0,am peak,44,636012,Us Hwy 89 @ 1050 N,FALSE,,-112.035514,41.427401,48.12,48.12
630,0,am peak,45,636017,Us Hwy 89 @ 1430 N,FALSE,,-112.035859,41.435608,48.04,48.04
630,0,am peak,46,636018,Us Hwy 89 @ 3725 S,FALSE,,-112.036891,41.442437,52.12,52.12
630,0,am peak,47,605054,Us Hwy 89 @ 3425 S,FALSE,,-112.037607,41.447731,50.96,50.96
630,0,am peak,48,636021,Us Hwy 89 @ 2925 S   (Perry),TRUE,PERYHY89,-112.038401,41.456135,51.64,51.64
630,0,am peak,49,605080,Us Hwy 89 @ 2825 S   (Perry),FALSE,,-112.037582,41.458521,47.36,46.83
630,0,am peak,50,605055,Us Hwy 89 @ 2625 S,FALSE,,-112.035592,41.462334,47.29,46.32
630,0,am peak,51,605056,Us Hwy 89 @ 2435 S,FALSE,,-112.033001,41.465446,47.42,47.42
630,0,am peak,52,605057,Us Hwy 89 @ 2295 S    (Perry),FALSE,,-112.031079,41.467732,43.18,35.22
630,0,am peak,53,701003,Us Hwy 89 @ 2075 S,FALSE,,-112.027724,41.471761,32.03,32.03
630,0,am peak,54,605058,Us Hwy 89 @ 1865 S,FALSE,,-112.024404,41.475732,54.32,54.32
630,0,am peak,55,605059,Us Hwy 89 @ 1755 S,FALSE,,-112.022326,41.478225,45.16,45.16
630,0,am peak,56,701001,Highway 89 @ 1645 S,FALSE,,-112.020442,41.480447,39.42,38.45
630,0,am peak,57,605060,Main St @ 1175 S   (Brigham City),FALSE,,-112.016956,41.484682,20.40,19.55
630,0,am peak,58,605018,800 W @ 1055 S,FALSE,,-112.028916,41.488458,17.50,15.99
630,0,am peak,59,701021,800 W @ 960 S,FALSE,,-112.028912,41.490983,13.78,13.04
630,0,am peak,60,605034,950 S @ 665 W,FALSE,,-112.026726,41.491737,14.45,14.45
630,0,am peak,61,605035,Medical Dr @ 984 S   (Brigham City),TRUE,BRIGHOSP,-112.025166,41.49028,30.09,29.87
630,0,am peak,62,605042,Medical Dr  @ 1050 S,FALSE,,-112.026994,41.488481,9.61,9.40
630,0,am peak,63,NA605006,1100 S @ 765 W,FALSE,WALBRIG,-112.027353,41.486404,33.92,33.92
630,0,am peak,64,605014,1100 S @ 305 W,FALSE,,-112.020866,41.486451,21.67,21.34
630,0,am peak,65,605001,Main St @ 1065 S,FALSE,,-112.016062,41.487946,23.34,23.13
630,0,am peak,66,701025,Main St @ 975 S,FALSE,,-112.01602,41.490489,30.83,30.09
630,0,am peak,67,605003,Main St @ 889 S,FALSE,,-112.015973,41.492918,27.62,25.87
630,0,am peak,68,605004,Main St @ 751 S,FALSE,,-112.015943,41.494857,19.19,17.36
630,0,am peak,69,605065,Main St @ 696 S   (Brigham City),FALSE,,-112.015955,41.496448,20.39,20.40
630,0,am peak,70,605005,Main St @ 585 S,FALSE,,-112.015917,41.498619,29.77,29.77
630,0,am peak,71,605084,Main St @ 493 S,FALSE,,-112.015871,41.500941,30.77,30.77
630,0,am peak,72,605007,Main St @ 395 S,FALSE,,-112.015826,41.503318,29.18,29.18
630,0,am peak,73,605008,Main St @ 285 S,FALSE,,-112.015786,41.505074,20.98,19.31
630,0,am peak,74,605009,Main St @ 161 S,FALSE,,-112.015726,41.506597,17.40,17.40
630,0,am peak,75,605010,Main St @ 101 S   (Brigham City),FALSE,,-112.015704,41.507944,17.62,12.41
630,0,am peak,76,605011,Main St @ 1 S    (Brigham City),TRUE,FRSTMAIN,-112.015651,41.510159,18.48,18.03
630,0,am peak,77,603001,Main St @ 112 N,FALSE,,-112.015585,41.513625,25.64,24.28
630,0,am peak,78,603002,Main St @ 206 N,FALSE,,-112.015589,41.515071,24.71,24.71
630,0,am peak,79,603003,Main St @ 306 N,FALSE,,-112.015557,41.517015,31.35,31.35
630,0,am peak,80,603004,Main St @ 410 N,FALSE,,-112.015513,41.519155,32.51,31.15
630,0,am peak,81,603005,Main St @ 510 N,FALSE,,-112.015473,41.521102,31.36,31.36
630,0,am peak,82,603006,Main St @ 610 N,FALSE,,-112.015451,41.523106,28.53,27.21
630,0,am peak,83,603007,Main St @ 770 N,FALSE,,-112.015388,41.526314,25.21,24.91
630,0,am peak,84,603008,Main St @ 898 N,FALSE,,-112.015329,41.528157,14.68,14.68
630,0,am peak,85,603009,100 E @ 801 N,FALSE,,-112.013981,41.526741,10.90,1.29
630,0,am peak,87,603011,700 N @ 75 E    (Brigham City),TRUE,700NMAIN,-112.014951,41.524897,0.00,0.00
630,0,midday,1,623032,Ogden Station (Bay 3),TRUE,OGDNTCTR,-111.979811,41.223445,10.18,9.92
630,0,midday,2,623054,Wall Ave @ 2110 S,FALSE,,-111.978551,41.228696,20.39,16.99
630,0,midday,3,636161,Wall Ave @ 2038 S,FALSE,,-111.978495,41.230559,22.12,19.47
630,0,midday,4,623203,Wall Ave @ 1710 S,TRUE,17THWALL,-111.978412,41.236276,24.24,23.71
630,0,midday,5,623198,Wall Ave @ 1530 S,FALSE,,-111.978305,41.239881,21.62,20.15
630,0,midday,6,623300,Wall Ave @ 1180 S,FALSE,,-111.978057,41.24521,24.60,23.76
630,0,midday,7,623315,Wall Ave @ 934 S,FALSE,,-111.978015,41.247339,29.77,29.48
630,0,midday,8,616137,Wall Ave @ 896 S,FALSE,,-111.977991,41.248944,35.40,33.91
630,0,midday,9,616139,Wall Ave @ 668 S,FALSE,,-111.977908,41.252329,40.06,40.06
630,0,midday,10,616140,Wall Ave @ 402 S,FALSE,,-111.977842,41.256222,38.84,38.57
630,0,midday,11,616141,Wall Ave @ 180 S,FALSE,,-111.977739,41.259833,39.63,39.22
630,0,midday,12,616158,Wall Ave @ 186 N,FALSE,,-111.977667,41.262832,37.57,37.57
630,0,midday,13,616142,Wall Ave @ 310 N,FALSE,,-111.977633,41.264401,22.99,14.88
630,0,midday,14,636173,Wall Ave @ 466 N,TRUE,400NWALL,-111.977565,41.267586,15.18,14.95
630,0,midday,15,616144,Us Hwy 89 @ 808 N,FALSE,,-111.978645,41.272222,42.65,42.36
630,0,midday,16,616145,Us Hwy 89 @ 1060 N,FALSE,,-111.982223,41.276363,47.72,47.39
630,0,midday,17,616146,Us Hwy 89 @ 1300 N   (Harrisville),FALSE,,-111.985864,41.281807,48.10,46.90
630,0,midday,18,616147,Us Hwy 89 @ 1560 N,FALSE,,-111.989093,41.286638,50.55,49.97
630,0,midday,19,636093,Us Hwy 89 @ 1870 N,FALSE,,-111.991985,41.290976,53.67,53.67
630,0,midday,20,615030,Us Hwy 89 @ 2020 N,FALSE,,-111.994704,41.294882,41.96,41.65
630,0,midday,21,615043,Us Hwy 89 @ 2200 N,FALSE,,-111.996933,41.297446,42.77,41.65
630,0,midday,22,615009,Us Hwy 89 @ 2300 N,FALSE,,-111.998593,41.299286,43.66,41.52
630,0,midday,23,601130,Us Hwy 89 @ 2450 N,FALSE,,-112.000949,41.301905,35.62,35.62
630,0,midday,24,601185,Highway 89 @ 2652 N,FALSE,27-NH-89,-112.004502,41.305869,15.77,10.16
630,0,midday,25,610048,Us Hwy 89 @ 2710 N,TRUE,,-112.005824,41.307319,34.70,34.48
630,0,midday,26,610001,Us Hwy 89 @ 3110 N,FALSE,,-112.011271,41.314201,54.21,52.97
630,0,midday,27,636083,Us-89 @ 3804 N   (Pleasant View),FALSE,,-112.019734,41.325447,53.09,52.77
630,0,midday,28,636222,US-89 @ 3885 N,TRUE,CAPSCLAS,-112.023591,41.32974,51.88,51.88
630,0,midday,29,610049,Us Hwy 89 @ 3950 N,FALSE,,-112.027048,41.335238,55.67,55.22
630,0,midday,30,610050,Us Hwy 89 @ 8697 S,FALSE,,-112.035262,41.351171,47.84,47.84
630,0,midday,31,608008,Us Hwy 89 @ 8615 S,FALSE,PERY2300,-112.035635,41.353498,53.80,53.66
630,0,midday,32,608009,Us Hwy 89 @ 7925 S,FALSE,,-112.035248,41.365874,54.54,53.60
630,0,midday,33,608010,Us Hwy 89 @ 7715 S,FALSE,,-112.034351,41.369728,52.22,52.22
630,0,midday,34,608011,Us Hwy 89 @ 7395 S,FALSE,,-112.033028,41.375447,53.81,53.34
630,0,midday,35,608012,Us Hwy 89 @ 6895 S,FALSE,,-112.031722,41.384453,53.81,53.75
630,0,midday,36,608015,Us Hwy 89 @ 725 S,FALSE,,-112.034091,41.395664,53.73,53.27
630,0,midday,37,608013,Main St @ 605 S,FALSE,,-112.034461,41.398459,50.70,50.70
630,0,midday,38,608014,Main St @ 369 S,FALSE,,-112.035477,41.402202,48.28,47.88
630,0,midday,39,636008,Us Hwy 89 @ 201 S,FALSE,2S89WILL,-112.036178,41.405149,41.20,41.20
630,0,midday,40,636020,Main St @ 20 N,FALSE,,-112.036181,41.409319,39.71,38.37
630,0,midday,41,636010,Us Hwy 89 @ 98 N    (Willard),TRUE,WLRDHY89,-112.036135,41.410982,41.55,41.02
630,0,midday,42,636016,Us Hwy 89 @ 370 N,FALSE,,-112.035938,41.415577,41.25,40.18
630,0,midday,43,636011,Us Hwy 89 @ 798 N,FALSE,,-112.035614,41.423073,44.33,43.03
630,0,midday,44,636012,Us Hwy 89 @ 1050 N,FALSE,,-112.035514,41.427401,45.64,45.64
630,0,midday,45,636017,Us Hwy 89 @ 1430 N,FALSE,,-112.035859,41.435608,46.91,46.91
630,0,midday,46,636018,Us Hwy 89 @ 3725 S,FALSE,,-112.036891,41.442437,50.32,49.03
630,0,midday,47,605054,Us Hwy 89 @ 3425 S,FALSE,,-112.037607,41.447731,48.48,48.42
630,0,midday,48,636021,Us Hwy 89 @ 2925 S   (Perry),TRUE,PERYHY89,-112.038401,41.456135,49.21,48.84
630,0,midday,49,605080,Us Hwy 89 @ 2825 S   (Perry),FALSE,,-112.037582,41.458521,47.31,46.81
630,0,midday,50,605055,Us Hwy 89 @ 2625 S,FALSE,,-112.035592,41.462334,44.81,42.48
630,0,midday,51,605056,Us Hwy 89 @ 2435 S,FALSE,,-112.033001,41.465446,42.94,42.73
630,0,midday,52,605057,Us Hwy 89 @ 2295 S    (Perry),FALSE,,-112.031079,41.467732,44.75,44.46
630,0,midday,53,701003,Us Hwy 89 @ 2075 S,FALSE,,-112.027724,41.471761,44.71,44.42
630,0,midday,54,605058,Us Hwy 89 @ 1865 S,FALSE,,-112.024404,41.475732,47.24,46.05
630,0,midday,55,605059,Us Hwy 89 @ 1755 S,FALSE,,-112.022326,41.478225,43.63,43.53
630,0,midday,56,701001,Highway 89 @ 1645 S,FALSE,,-112.020442,41.480447,37.72,37.04
630,0,midday,57,605060,Main St @ 1175 S   (Brigham City),FALSE,,-112.016956,41.484682,18.26,17.68
630,0,midday,58,605018,800 W @ 1055 S,FALSE,,-112.028916,41.488458,17.77,17.66
630,0,midday,59,701021,800 W @ 960 S,FALSE,,-112.028912,41.490983,12.81,12.35
630,0,midday,60,605034,950 S @ 665 W,FALSE,,-112.026726,41.491737,11.96,11.06
630,0,midday,61,605035,Medical Dr @ 984 S   (Brigham City),TRUE,BRIGHOSP,-112.025166,41.49028,18.84,18.30
630,0,midday,62,605042,Medical Dr  @ 1050 S,FALSE,,-112.026994,41.488481,10.81,10.22
630,0,midday,63,NA605006,1100 S @ 765 W,FALSE,WALBRIG,-112.027353,41.486404,29.43,29.39
630,0,midday,64,605014,1100 S @ 305 W,FALSE,,-112.020866,41.486451,16.96,16.68
630,0,midday,65,605001,Main St @ 1065 S,FALSE,,-112.016062,41.487946,25.55,24.47
630,0,midday,66,701025,Main St @ 975 S,FALSE,,-112.01602,41.490489,29.48,28.48
630,0,midday,67,605003,Main St @ 889 S,FALSE,,-112.015973,41.492918,26.24,24.49
630,0,midday,68,605004,Main St @ 751 S,FALSE,,-112.015943,41.494857,20.35,19.85
630,0,midday,69,605065,Main St @ 696 S   (Brigham City),FALSE,,-112.015955,41.496448,24.42,20.81
630,0,midday,70,605005,Main St @ 585 S,FALSE,,-112.015917,41.498619,24.41,24.00
630,0,midday,71,605084,Main St @ 493 S,FALSE,,-112.015871,41.500941,29.75,29.59
630,0,midday,72,605007,Main St @ 395 S,FALSE,,-112.015826,41.503318,28.90,28.66
630,0,midday,73,605008,Main St @ 285 S,FALSE,,-112.015786,41.505074,16.06,14.86
630,0,midday,74,605009,Main St @ 161 S,FALSE,,-112.015726,41.506597,16.96,16.93
630,0,midday,75,605010,Main St @ 101 S   (Brigham City),FALSE,,-112.015704,41.507944,19.86,17.25
630,0,midday,76,605011,Main St @ 1 S    (Brigham City),TRUE,FRSTMAIN,-112.015651,41.510159,22.98,22.45
630,0,midday,77,603001,Main St @ 112 N,FALSE,,-112.015585,41.513625,26.74,25.60
630,0,midday,78,603002,Main St @ 206 N,FALSE,,-112.015589,41.515071,28.38,28.23
630,0,midday,79,603003,Main St @ 306 N,FALSE,,-112.015557,41.517015,30.96,30.72
630,0,midday,80,603004,Main St @ 410 N,FALSE,,-112.015513,41.519155,29.94,28.44
630,0,midday,81,603005,Main St @ 510 N,FALSE,,-112.015473,41.521102,24.37,23.09
630,0,midday,82,603006,Main St @ 610 N,FALSE,,-112.015451,41.523106,27.71,26.57
630,0,midday,83,603007,Main St @ 770 N,FALSE,,-112.015388,41.526314,22.14,22.14
630,0,midday,84,603008,Main St @ 898 N,FALSE,,-112.015329,41.528157,14.53,14.49
630,0,midday,85,603009,100 E @ 801 N,FALSE,,-112.013981,41.526741,11.35,2.06
630,0,midday,87,603011,700 N @ 75 E    (Brigham City),TRUE,700NMAIN,-112.014951,41.524897,0.00,0.00
630,0,off-peak,1,623032,Ogden Station (Bay 3),TRUE,OGDNTCTR,-111.979811,41.223445,10.51,10.21
630,0,off-peak,2,623054,Wall Ave @ 2110 S,FALSE,,-111.978551,41.228696,22.27,19.18
630,0,off-peak,3,636161,Wall Ave @ 2038 S,FALSE,,-111.978495,41.230559,27.73,26.20
630,0,off-peak,4,623203,Wall Ave @ 1710 S,TRUE,17THWALL,-111.978412,41.236276,30.35,30.05
630,0,off-peak,5,623198,Wall Ave @ 1530 S,FALSE,,-111.978305,41.239881,24.51,21.66
630,0,off-peak,6,623300,Wall Ave @ 1180 S,FALSE,,-111.978057,41.24521,25.10,24.18
630,0,off-peak,7,623315,Wall Ave @ 934 S,FALSE,,-111.978015,41.247339,32.33,32.09
630,0,off-peak,8,616137,Wall Ave @ 896 S,FALSE,,-111.977991,41.248944,30.77,28.89
630,0,off-peak,9,616139,Wall Ave @ 668 S,FALSE,,-111.977908,41.252329,33.37,33.23
630,0,off-peak,10,616140,Wall Ave @ 402 S,FALSE,,-111.977842,41.256222,32.31,29.84
630,0,off-peak,11,616141,Wall Ave @ 180 S,FALSE,,-111.977739,41.259833,32.03,31.95
630,0,off-peak,12,616158,Wall Ave @ 186 N,FALSE,,-111.977667,41.262832,38.52,38.14
630,0,off-peak,13,616142,Wall Ave @ 310 N,FALSE,,-111.977633,41.264401,29.57,22.97
630,0,off-peak,14,636173,Wall Ave @ 466 N,TRUE,400NWALL,-111.977565,41.267586,18.21,17.60
630,0,off-peak,15,616144,Us Hwy 89 @ 808 N,FALSE,,-111.978645,41.272222,42.50,42.50
630,0,off-peak,16,616145,Us Hwy 89 @ 1060 N,FALSE,,-111.982223,41.276363,44.21,40.32
630,0,off-peak,17,616146,Us Hwy 89 @ 1300 N   (Harrisville),FALSE,,-111.985864,41.281807,41.45,41.31
630,0,off-peak,18,616147,Us Hwy 89 @ 1560 N,FALSE,,-111.989093,41.286638,51.64,51.64
630,0,off-peak,19,636093,Us Hwy 89 @ 1870 N,FALSE,,-111.991985,41.290976,50.30,50.30
630,0,off-peak,20,615030,Us Hwy 89 @ 2020 N,FALSE,,-111.994704,41.294882,45.01,42.66
630,0,off-peak,21,615043,Us Hwy 89 @ 2200 N,FALSE,,-111.996933,41.297446,42.18,41.08
630,0,off-peak,22,615009,Us Hwy 89 @ 2300 N,FALSE,,-111.998593,41.299286,42.83,41.64
630,0,off-peak,23,601130,Us Hwy 89 @ 2450 N,FALSE,,-112.000949,41.301905,37.67,37.56
630,0,off-peak,24,601185,Highway 89 @ 2652 N,FALSE,27-NH-89,-112.004502,41.305869,18.35,16.58
630,0,off-peak,25,610048,Us Hwy 89 @ 2710 N,TRUE,,-112.005824,41.307319,42.07,41.91
630,0,off-peak,26,610001,Us Hwy 89 @ 3110 N,FALSE,,-112.011271,41.314201,54.93,54.30
630,0,off-peak,27,636083,Us-89 @ 3804 N   (Pleasant View),FALSE,,-112.019734,41.325447,55.18,55.18
630,0,off-peak,29,610049,Us Hwy 89 @ 3950 N,FALSE,,-112.027048,41.335238,56.06,55.22
